Minister of Defence,Office of the Chief of Defence Staff
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Co-operative Wholesale Establishment
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Mahapola Trust Fund
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Sri Lanka Accreditation Board for Conformity Assessment
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development","Department of Measurement Units, Standards and Services"
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Regional Economic Centers
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",National Intellectual Property Office of Sri Lanka
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Consumer Affairs Authority
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Department of Co-operative Development (Registrar of Co-operative Societies)
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Co-operative Employees Commission
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",National Institute of Co-operative Development
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Ceylon Industrial Development Board
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Lanka Leyland Ltd.
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",National Paper Corporation Ltd.
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Lanka Cement Ltd.
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Kahatagaha Graphite Lanka Ltd.
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Ceylon Ceramics Corporation (Brick and Tiles Division)
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",National Enterprise Development Authority
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Lanka Mineral Sands Company
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Small and Medium Enterprises Venture Capital Company
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Small and Medium Enterprises Authority
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Timber-related Design Centre
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",National Crafts Council
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Department of Textile Industries
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Sri Lanka Institute of Textile and Apparels
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Lanka Textile Mills Emporium Ltd.
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Lanka Salusala Ltd
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Sri Lanka Handicraft Board (Laksala)
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",National Design Centre
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",National Gem and Jewellery Authority
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Gem and Jewellery Research and Training Institute
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Industrial Technology Institute
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Lanka Phosphate Limited
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Vidatha Centres
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",National Salt Limited
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Sri Lanka Cement Corporation
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Paranthan Chemicals Ltd
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",BCC Lanka Limited
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Lanka General Trading Company Ltd
"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Colombo Lotus Tower Management Company (Pvt) Limited
Minister of Health,National Health Council
Minister of Health,Medical Research Institute
Minister of Health,National Institute of Health Sciences
Minister of Health,Sri Lanka Medical Council
Minister of Health,Sri Lanka Medical College Council
Minister of Health,Private Health Services Regulatory Council
Minister of Health,Department of Health Services
Minister of Health,"All National, Teaching and Specific Government Hospitals"
Minister of Health,School of Medical Laboratory Technology
Minister of Health,"National Institute of Nephrology, Dialysis and Transplantation"
Minister of Health,Sri Jayawardenepura General Hospital
Minister of Health,Vijaya Kumaratunga Memorial Hospital
Minister of Health,Ashraf Memorial Hospital
Minister of Health,National Authority on Tobacco and Alcohol
Minister of Health,1990 Suwaseriya Foundation
Minister of Health,National Health Development Fund
Minister of Health,State Pharmaceutical Corporation
Minister of Health,State Pharmaceutical Manufacturing Corporation
Minister of Health,National Medicines Regulatory Authority
Minister of Health,Department of Ayurveda
Minister of Health,Sri Lanka Ayurvedic Drugs Corporation
Minister of Health,Ayurvedic Medical Council
Minister of Health,Ayurvedic College and Hospital Board
Minister of Health,Ayurveda Teaching and Research Hospitals
Minister of Health,"Homeopathy Hospital, Welisara"
Minister of Health,Homeopathy Medical Council
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Department of Buddhist Affairs
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Department of Hindu Religious and Cultural Affairs
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Department of Christian Religious Affairs
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Department of Muslim Religious and Cultural Affairs
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Department of National Museums
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Department of National Archives
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Department of Public Trustee
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Central Cultural Fund
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Buddha Sasana Fund
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Buddhist Renaissance Fund
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Department of Cultural Affairs
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Department of Archaeology
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Tower Hall Theatre Foundation
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",National Arts Council
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Gramodaya Folk Arts Centre
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Galle Heritage Foundation
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",National Performing Arts Theatre (Nelum Pokuna)
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Mahinda Rajapaksa National Tele Cinema Park
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Ape Gama
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Amaradeva Aesthetic and Research Center
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Department of Official Languages
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Official Languages Commission
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",National Institute of Language Education and Training
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Office for National Unity and Reconciliation
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Office on Missing Persons
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Office for Reparations
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Department of Samurdhi Development
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Saubhagya Development Bureau
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",National Institute of Social Development
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Rural Development Training and Research Institute
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Social Security Board
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",National Council for Persons with Disabilities
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",National Secretariat for Persons with Disabilities
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Department of Social Services
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",National Council for Elders and National Secretariat for Elders
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Kidney Fund
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Right to Information Commission
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Department of Government Printing
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Department of Government Information
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Sri Lanka Press Council
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Sri Lanka Broadcasting Corporation
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Independent Television Network
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Sri Lanka Rupavahini Corporation
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Associated Newspapers of Ceylon Ltd.
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Lanka Puwath Ltd
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Selacine Media Solutions (PVT) LTD
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Sri Lanka Foundation
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Postal Department
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Sri Lanka Institute of Printing
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Public Performance Board
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",National Film Corporation
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",J.R. Jayewardene Centre
"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",S.W.R.D. Bandaranaike National Memorial Foundation
"Minister of Transport, Highways, Ports and Civil Aviation",Road Development Authority and its subsidiaries and affiliates
"Minister of Transport, Highways, Ports and Civil Aviation",Maga Neguma
"Minister of Transport, Highways, Ports and Civil Aviation",State Development and Construction Corporation
"Minister of Transport, Highways, Ports and Civil Aviation",National Transport Commission
"Minister of Transport, Highways, Ports and Civil Aviation",National Council for Road Safety
"Minister of Transport, Highways, Ports and Civil Aviation",Department of Sri Lanka Railways
"Minister of Transport, Highways, Ports and Civil Aviation",Lakdiva Engineering (Pvt) Ltd
"Minister of Transport, Highways, Ports and Civil Aviation",Sri Lanka Transport Board
"Minister of Transport, Highways, Ports and Civil Aviation",National Transport Medical Institute
"Minister of Transport, Highways, Ports and Civil Aviation",Department of Motor Traffic
"Minister of Transport, Highways, Ports and Civil Aviation",Sahasya Investment Ltd
"Minister of Transport, Highways, Ports and Civil Aviation",Sri Lanka Ports Authority and its Subsidiaries and Associates
"Minister of Transport, Highways, Ports and Civil Aviation",Ceylon Shipping Corporation Ltd
"Minister of Transport, Highways, Ports and Civil Aviation",Merchant Shipping Secretariat
"Minister of Transport, Highways, Ports and Civil Aviation",Civil Aviation Authority of Sri Lanka
"Minister of Transport, Highways, Ports and Civil Aviation",Airport and Aviation Services (Sri Lanka) Ltd
"Minister of Transport, Highways, Ports and Civil Aviation",Sri Lankan Air Lines Limited and its subsidiaries
Minister of Public Security,Sri Lanka Police
Minister of Public Security,National Police Academy
Minister of Public Security,Secretariat for Non-Governmental Organizations
Minister of Public Security,Department of Registration of Persons
Minister of Public Security,Department of Immigration and Emigration
Minister of Public Security,National Dangerous Drugs Control Board
Minister of Foreign Affairs,Diplomatic Missions in abroad
Minister of Foreign Affairs,National Oceanic Affairs Committee Secretariat
Minister of Foreign Affairs,Lakshman Kadirgamar Institute for International Relations and Strategic Studies
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Central Environmental Authority
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Geological Survey and Mines Bureau
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",GSMB Technical Services (Pvt) Ltd.
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Sri Lanka Climate Fund (Pvt) Ltd
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Marine Environment Protection Authority
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Department of Coast Conservation and Coastal Resource Management
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Department of Forest Conservation
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Department of Wildlife Conservation
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Department of National Zoological Gardens
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",State Timber Corporation
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",National Water Supply and Drainage Board
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Water Resources Board
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Department of National Community Water Supply
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",New Villages Development Authority for Plantation Region
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Plantation Human Development Trust
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Saumyamoorthi Thondaman Memorial Foundation
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Estate Sector Self-Employment Revolving Fund
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",National Institute of Plantation Management
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Sri Lanka Tea Board
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Tea Small Holdings Development Authority
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Tea Research Institute
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Tea and Rubber Estates (Control of Fragmentation) Board
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Department of Rubber Development
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Rubber Research Institute
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Sri Lanka Rubber Manufacturing and Export Corporation
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Tea Shakthi Fund
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Thurusaviya Fund
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Department of Export Agriculture
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Sri Lanka Cashew Corporation
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Spices and Allied Products Marketing Board
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Coconut Cultivation Board
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Coconut Development Authority
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Coconut Research Institute
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Palmyrah Development Board
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Kithul Development Board
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Kapruka Fund
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Department of Cinnamon Development
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Janatha Estate Development Board
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Kalubovitiyana Tea Factory Ltd
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Sri Lanka State Plantation Corporation
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Elkaduwa Plantation Company Ltd
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Kurunegala Plantation Company Ltd
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Chilaw Plantation Company Ltd
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Hingurana Sugar Industry Ltd.
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Ceylon Sugar (Pvt) Ltd.
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Kantale Sugar Company Ltd
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Sugar Cane Research Institute
"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Galoya Plantation (Pvt) Company
"Minister of Rural and Urban Development, Housing and Construction",Urban Development Authority
"Minister of Rural and Urban Development, Housing and Construction",Urban Settlement Development Authority
"Minister of Rural and Urban Development, Housing and Construction",Selendiva investments Limited
"Minister of Rural and Urban Development, Housing and Construction",Hotel Developers (Lanka) PLC (PQ 143)
"Minister of Rural and Urban Development, Housing and Construction",National Physical Planning Department
"Minister of Rural and Urban Development, Housing and Construction",Condominium Management Authority (Common Amenities Board)
"Minister of Rural and Urban Development, Housing and Construction",Sri Lanka Land Development Corporation and its subsidiaries and related institutions
"Minister of Rural and Urban Development, Housing and Construction",National Housing Development Authority
"Minister of Rural and Urban Development, Housing and Construction",Building Material Corporation Limited
"Minister of Rural and Urban Development, Housing and Construction",Department of Buildings
"Minister of Rural and Urban Development, Housing and Construction",Department of Government Factories
"Minister of Rural and Urban Development, Housing and Construction",Construction Industry Development Authority
"Minister of Rural and Urban Development, Housing and Construction",Ocean View Development (Pvt) Ltd.
"Minister of Rural and Urban Development, Housing and Construction",State Engineering Corporation
"Minister of Rural and Urban Development, Housing and Construction",National Equipment and Machinery Organization
